id_achat,id_client,produit,montant,date_achat
681,707,Headphones,309.6,2025-08-15
682,766,Phone,1828.67,2025-05-21
683,964,Laptop,364.49,2025-09-23
684,455,Tablet,372.39,2025-06-19
685,1109,Phone,933.58,2025-03-17
686,314,Camera,607.14,2025-12-07
687,1408,Phone,572.61,2025-12-13
688,1153,Headphones,107.59,2025-03-27
689,1255,Monitor,548.99,2025-07-09
690,473,Laptop,549.99,2025-09-30
691,829,Laptop,1622.4,2025-02-05
692,905,Laptop,984.48,2025-05-14
693,564,Laptop,856.13,2025-03-21
694,1368,Monitor,1933.69,2025-03-31
695,350,Camera,1171.68,2025-05-28
696,969,Monitor,164.56,2025-05-10
697,302,Monitor,449.11,2025-12-28
698,550,Phone,1798.5,2025-02-10
699,1021,Tablet,386.74,2025-06-13
700,1258,Monitor,89.37,2025-12-29
701,21,Phone,1171.9,2025-05-29
702,904,Phone,964.66,2025-09-08
703,1341,Laptop,557.02,2025-09-06
704,1058,Headphones,1841.01,2025-01-24
705,924,Phone,1949.01,2025-03-07
706,902,Camera,755.28,2025-08-23
707,198,Headphones,1581.82,2025-11-01
708,285,Laptop,334.36,2025-02-17
709,1316,Monitor,193.63,2025-03-08
710,877,Monitor,597.6,2025-11-25
711,672,Tablet,550.53,2025-10-01
712,128,Laptop,990.39,2025-06-20
713,972,Monitor,1665.8,2025-10-08
714,839,Headphones,716.5,2026-01-02
715,690,Phone,945.45,2025-05-06
716,609,Tablet,1494.52,2025-08-02
717,1203,Laptop,1100.75,2025-01-30
718,678,Monitor,65.55,2025-07-05
719,1063,Tablet,1670.08,2025-09-17
720,1100,Camera,1989.21,2025-04-25
721,1359,Laptop,1466.64,2025-02-25
722,966,Laptop,1168.84,2025-03-31
723,461,Headphones,1777.56,2025-07-25
724,148,Phone,816.1,2025-07-22
725,388,Phone,232.16,2025-05-25
726,1047,Phone,985.96,2025-06-09
727,745,Laptop,1112.03,2025-06-04
728,89,Headphones,1267.01,2025-10-14
729,457,Monitor,1096.05,2025-10-13
730,1131,Headphones,815.31,2025-10-21
731,560,Laptop,1775.83,2025-07-19
732,529,Phone,1689.38,2025-04-23
733,1399,Headphones,671.02,2025-11-23
734,1203,Tablet,1081.18,2025-02-06
735,900,Laptop,834.57,2025-05-08
736,1062,Camera,1769.7,2025-02-15
737,1314,Headphones,734.81,2025-12-25
738,609,Laptop,948.69,2025-07-24
739,89,Camera,1401.08,2025-03-31
740,388,Camera,1031.3,2025-07-23
741,5,Laptop,1492.35,2025-10-21
742,1485,Headphones,1248.93,2025-04-10
743,1225,Laptop,1629.35,2026-01-11
744,140,Laptop,900.88,2025-03-12
745,305,Phone,294.41,2025-07-01
746,708,Camera,1754.94,2025-03-23
747,466,Laptop,27.86,2025-05-05
748,1363,Phone,143.14,2025-02-09
749,1395,Phone,973.07,2025-11-26
750,236,Tablet,711.87,2026-01-15
751,186,Phone,1097.41,2025-03-16
752,498,Monitor,814.78,2025-04-30
753,654,Phone,262.2,2025-09-04
754,1010,Headphones,179.27,2025-12-11
755,1063,Headphones,640.56,2025-11-08
756,21,Tablet,1481.11,2025-09-10
757,1075,Headphones,1600.12,2025-04-12
758,162,Headphones,1142.93,2025-03-16
759,1460,Tablet,1814.87,2025-06-19
760,1036,Phone,1259.1,2025-04-03
761,63,Headphones,754.23,2025-03-18
762,992,Camera,1729.69,2025-09-14
763,833,Camera,1362.5,2025-08-14
764,483,Tablet,1796.48,2025-07-12
765,1262,Phone,1220.94,2025-04-06
766,529,Camera,1771.28,2025-11-26
767,823,Monitor,927.87,2025-04-02
768,342,Headphones,1971.98,2025-06-12
769,1306,Phone,1915.37,2025-06-10
770,1410,Phone,1816.14,2025-03-21
771,102,Laptop,915.08,2025-07-13
772,423,Camera,1169.13,2025-04-18
773,376,Monitor,105.4,2025-10-30
774,100,Camera,906.59,2025-10-02
775,614,Phone,679.69,2025-04-03
776,1125,Tablet,1289.62,2025-03-15
777,278,Camera,1166.14,2025-01-24
778,1341,Headphones,217.69,2025-11-26
779,691,Monitor,27.47,2025-05-22
780,554,Monitor,1919.53,2025-04-22
781,1407,Tablet,1328.83,2025-05-25
782,590,Phone,269.97,2025-12-08
783,707,Camera,1345.5,2025-06-10
784,1103,Tablet,1462.52,2025-09-15
785,1301,Phone,502.74,2025-07-27
786,1133,Headphones,45.53,2025-01-24
787,1372,Monitor,104.42,2025-02-08
788,812,Laptop,1871.27,2025-09-07
789,411,Laptop,1183.09,2026-01-01
790,278,Phone,154.94,2025-06-13
791,626,Phone,1790.0,2025-09-08
792,1183,Camera,161.88,2025-07-31
793,421,Laptop,89.55,2025-03-31
794,1234,Phone,1394.55,2025-12-21
795,16,Monitor,1936.25,2025-11-26
796,1176,Monitor,356.44,2025-09-28
797,88,Camera,153.81,2025-11-10
798,1483,Laptop,1818.54,2025-09-30
799,1409,Laptop,1372.72,2025-02-18
800,358,Headphones,992.8,2025-01-21
801,820,Headphones,976.14,2026-01-07
802,837,Camera,1084.87,2025-03-10
803,340,Tablet,469.21,2025-10-19
804,1057,Phone,1094.21,2025-08-25
805,650,Camera,761.08,2025-09-26
806,667,Phone,988.05,2025-06-05
807,944,Monitor,836.29,2025-04-05
808,1080,Headphones,1357.83,2025-04-02
809,503,Monitor,276.82,2025-12-29
810,857,Laptop,864.7,2025-11-16
811,636,Phone,330.25,2025-02-14
812,1225,Phone,665.33,2025-10-10
813,246,Camera,100.48,2025-05-14
814,1387,Tablet,1011.62,2025-10-24
815,1270,Headphones,1694.24,2026-01-09
816,395,Monitor,1221.95,2025-12-14
817,400,Camera,1092.78,2025-08-01
818,421,Monitor,1193.9,2025-01-31
819,1390,Camera,1894.95,2025-12-20
820,1176,Headphones,729.44,2026-01-14
821,28,Phone,1551.41,2025-11-14
822,655,Phone,1826.22,2025-02-24
823,1335,Camera,251.27,2025-01-24
824,1477,Monitor,1128.5,2025-09-20
825,418,Tablet,657.77,2025-06-01
826,1359,Tablet,920.58,2025-08-13
827,675,Laptop,1402.84,2025-08-23
828,1171,Laptop,160.31,2025-05-29
829,1207,Tablet,1486.92,2025-02-02
830,674,Camera,1509.54,2025-09-08
831,812,Monitor,1779.01,2025-12-07
832,762,Laptop,1896.52,2025-05-08
833,316,Camera,1583.0,2025-06-21
834,1105,Tablet,755.35,2026-01-06
835,820,Camera,1607.61,2025-03-14
836,1439,Tablet,1570.11,2025-07-28
837,1005,Monitor,395.08,2025-09-07
838,1278,Tablet,815.3,2026-01-03
839,711,Laptop,1530.39,2025-05-26
840,726,Monitor,562.51,2026-01-02
841,305,Phone,530.09,2025-01-20
842,80,Headphones,1683.84,2025-10-08
843,1394,Tablet,1199.67,2025-08-07
844,1024,Laptop,1537.39,2025-11-05
845,668,Phone,1190.5,2025-08-20
846,539,Tablet,645.28,2025-11-16
847,109,Camera,535.11,2025-07-01
848,271,Monitor,1250.33,2025-02-09
849,1147,Tablet,60.63,2025-06-11
850,736,Monitor,88.79,2025-10-08
851,772,Tablet,733.51,2025-01-26
852,1287,Camera,70.29,2025-02-03
853,301,Tablet,1978.56,2025-06-02
854,1226,Laptop,597.43,2025-11-16
855,1229,Camera,1016.23,2025-12-02
856,1431,Camera,141.28,2025-08-24
857,978,Phone,1326.83,2025-05-17
858,113,Camera,1601.98,2025-06-07
859,120,Tablet,1118.45,2025-04-13
860,1097,Phone,1337.52,2025-02-27
861,405,Camera,364.27,2025-08-08
862,296,Headphones,596.69,2025-05-05
863,727,Tablet,1611.81,2025-02-22
864,1316,Monitor,1280.66,2026-01-17
865,14,Tablet,1614.31,2025-01-25
866,251,Headphones,160.51,2025-08-15
867,910,Laptop,70.68,2025-04-18
868,1479,Tablet,1480.43,2025-02-04
869,236,Laptop,155.36,2025-03-16
870,467,Camera,1393.11,2025-08-12
871,1057,Headphones,750.78,2025-03-10
872,292,Phone,316.06,2025-09-12
873,766,Tablet,436.29,2025-09-03
874,690,Laptop,1416.63,2025-10-03
875,70,Phone,919.45,2026-01-05
876,78,Tablet,1141.59,2025-08-31
877,1305,Laptop,575.34,2025-11-14
878,433,Headphones,1088.6,2025-10-22
879,1314,Monitor,502.01,2025-11-02
880,229,Phone,550.84,2025-03-29
881,84,Monitor,1810.12,2025-04-20
882,1119,Headphones,102.94,2025-08-05
883,1450,Headphones,979.95,2025-09-10
884,1108,Camera,1479.57,2025-05-19
885,484,Camera,245.22,2025-04-03
886,922,Laptop,451.28,2025-09-21
887,803,Camera,1087.59,2025-10-20
888,720,Camera,358.82,2025-12-11
889,1091,Phone,758.27,2025-11-22
890,927,Headphones,1314.77,2025-06-04
891,929,Tablet,733.99,2025-11-08
892,729,Tablet,1469.81,2025-10-01
893,607,Tablet,70.86,2025-11-20
894,717,Laptop,845.96,2025-04-23
895,211,Laptop,1776.86,2025-12-06
896,453,Tablet,975.41,2025-07-11
897,352,Phone,516.73,2025-10-02
898,1346,Tablet,961.26,2025-01-31
899,793,Camera,1993.91,2025-08-30
900,976,Tablet,537.6,2025-05-25
901,881,Camera,1581.84,2026-01-07
902,1251,Tablet,106.43,2025-06-01
903,1177,Tablet,1597.84,2025-07-24
904,1216,Monitor,540.25,2025-11-10
905,799,Tablet,698.19,2026-01-17
906,813,Monitor,1659.25,2025-08-10
907,789,Laptop,1777.05,2025-10-02
908,831,Laptop,1918.69,2025-07-21
909,856,Camera,1301.79,2025-07-30
910,798,Monitor,1698.32,2025-08-30
911,462,Headphones,1555.47,2025-02-28
912,361,Monitor,1058.83,2025-02-25
913,621,Monitor,1714.17,2025-10-30
914,1308,Camera,1876.03,2025-04-12
915,848,Headphones,1295.02,2025-04-05
916,1397,Tablet,1941.87,2025-02-25
917,79,Monitor,1086.65,2025-05-09
918,621,Headphones,495.5,2025-05-26
919,1035,Laptop,1442.12,2025-03-11
920,462,Laptop,1780.76,2025-04-17
921,1120,Phone,1134.36,2025-09-21
922,480,Phone,1531.95,2025-02-25
923,1012,Tablet,1881.96,2026-01-07
924,316,Tablet,1453.76,2025-05-27
925,1301,Tablet,1663.06,2025-10-02
926,964,Phone,1788.06,2025-07-22
927,59,Monitor,565.14,2025-12-15
928,1410,Camera,1746.93,2025-03-25
929,1368,Tablet,687.2,2025-10-08
930,922,Camera,1193.0,2025-06-17
931,748,Headphones,568.95,2025-04-09
932,307,Laptop,1922.8,2025-02-04
933,639,Tablet,1464.52,2025-11-03
934,598,Phone,637.57,2025-11-01
935,1471,Headphones,1538.31,2025-04-20
936,123,Headphones,1980.56,2025-12-28
937,236,Headphones,1381.07,2025-01-19
938,1073,Headphones,1334.85,2025-02-26
939,432,Camera,981.49,2025-02-07
940,17,Phone,512.74,2025-07-30
941,1396,Headphones,1948.57,2025-06-15
942,1031,Tablet,1950.59,2025-03-05
943,862,Laptop,1925.62,2025-12-13
944,166,Monitor,1633.55,2025-08-19
945,1301,Tablet,1187.56,2025-11-12
946,1083,Headphones,1249.4,2025-08-18
947,339,Monitor,1261.61,2025-03-15
948,1027,Camera,1685.54,2025-04-17
949,366,Monitor,1867.7,2025-07-16
950,1482,Phone,869.45,2025-06-27
951,29,Phone,1013.74,2025-02-26
952,309,Laptop,867.41,2025-02-09
953,132,Monitor,1798.76,2025-09-04
954,574,Laptop,1958.29,2025-11-13
955,925,Monitor,1346.42,2026-01-12
956,228,Laptop,723.43,2025-08-04
957,403,Phone,286.05,2025-01-20
958,676,Headphones,858.4,2025-04-15
959,36,Phone,1734.52,2025-08-21
960,589,Phone,686.85,2025-08-29
961,152,Monitor,52.72,2025-06-11
962,597,Monitor,940.84,2025-11-11
963,58,Headphones,820.18,2025-02-22
964,364,Laptop,1493.73,2025-08-16
965,477,Monitor,501.36,2026-01-15
966,495,Headphones,250.47,2025-08-07
967,1022,Monitor,1475.36,2025-12-09
968,473,Tablet,603.26,2025-07-10
969,168,Phone,1654.65,2025-10-23
970,984,Monitor,26.17,2025-05-10
971,296,Tablet,771.82,2025-07-08
972,460,Camera,461.51,2025-02-08
973,763,Phone,955.36,2025-11-24
974,1403,Camera,500.52,2025-05-12
975,84,Laptop,618.76,2025-04-30
976,492,Tablet,1457.38,2026-01-01
977,1337,Headphones,673.21,2025-07-03
978,897,Tablet,218.23,2026-01-05
979,830,Tablet,789.57,2026-01-05
980,1336,Laptop,1197.24,2025-12-23
981,880,Monitor,104.83,2025-08-08
982,864,Camera,1407.56,2025-12-21
983,818,Monitor,811.8,2025-09-07
984,29,Phone,1877.25,2025-03-27
985,1304,Laptop,904.19,2025-01-29
986,512,Camera,1156.05,2025-03-28
987,729,Laptop,1970.33,2025-06-19
988,1238,Laptop,795.7,2025-07-02
989,715,Phone,938.87,2025-03-06
990,55,Monitor,912.26,2025-07-27
991,651,Headphones,791.7,2025-09-25
992,54,Tablet,508.25,2025-08-18
993,1092,Tablet,1314.47,2025-09-24
994,1057,Tablet,54.2,2025-06-22
995,1133,Headphones,1038.01,2025-09-17
996,937,Monitor,1453.32,2025-11-08
997,906,Phone,692.13,2025-05-18
998,1277,Tablet,114.76,2025-09-30
999,1173,Tablet,1974.71,2025-07-21
1000,1078,Monitor,262.32,2025-05-28
1001,392,Monitor,506.01,2025-04-04
1002,886,Laptop,788.97,2025-02-17
1003,449,Camera,1246.56,2025-10-26
1004,1058,Tablet,1134.46,2025-03-10
1005,958,Camera,134.61,2025-10-27
1006,823,Laptop,1300.46,2025-07-05
1007,88,Headphones,1886.77,2025-12-03
1008,979,Phone,753.12,2025-12-01
1009,1378,Headphones,1794.76,2025-08-20
1010,246,Tablet,117.33,2025-11-06
1011,1296,Monitor,473.1,2025-10-29
1012,1259,Headphones,1310.44,2025-04-26
1013,1133,Tablet,810.2,2025-06-26
1014,1339,Monitor,1463.09,2025-02-07
1015,300,Camera,844.09,2025-10-25
1016,1235,Laptop,677.3,2025-12-24
1017,54,Camera,1631.55,2025-10-10
1018,16,Monitor,1067.78,2025-06-18
1019,461,Phone,1297.06,2025-11-04
1020,1400,Monitor,1823.92,2025-02-17
1021,827,Tablet,1466.58,2025-03-14
1022,578,Laptop,120.95,2025-03-23
1023,314,Headphones,1771.38,2025-10-25
1024,701,Phone,1728.77,2025-08-28
1025,829,Camera,1028.31,2025-12-21
1026,1296,Monitor,1907.79,2025-10-19
1027,1469,Headphones,1281.84,2025-03-28
1028,1189,Tablet,775.49,2025-06-10
1029,371,Headphones,74.92,2025-04-20
1030,1145,Camera,915.06,2025-11-20
1031,1309,Phone,1097.18,2025-07-31
1032,746,Phone,588.5,2025-05-14
1033,255,Monitor,438.28,2025-12-07
1034,1299,Laptop,1493.74,2025-12-15
1035,778,Monitor,1026.5,2025-01-25
1036,626,Tablet,1348.18,2025-10-22
1037,129,Tablet,1667.96,2025-08-13
1038,257,Headphones,505.85,2025-08-11
1039,1145,Monitor,1995.63,2025-03-15
1040,1354,Tablet,674.14,2025-12-24
1041,1152,Phone,1033.58,2025-02-28
1042,289,Headphones,766.24,2026-01-17
1043,447,Phone,306.42,2025-03-20
1044,559,Camera,1933.29,2025-09-15
1045,1475,Laptop,105.08,2025-10-08
1046,1237,Monitor,790.49,2025-10-20
1047,728,Camera,1237.09,2025-02-03
1048,1425,Tablet,1643.06,2025-07-05
1049,1171,Laptop,1493.6,2025-10-17
1050,159,Headphones,425.71,2025-08-14
1051,924,Headphones,906.9,2025-08-17
1052,307,Camera,1143.54,2025-09-03
1053,771,Headphones,1484.62,2025-07-04
1054,771,Phone,107.02,2025-08-23
1055,924,Phone,50.72,2025-05-09
1056,1460,Laptop,1490.28,2025-06-18
1057,861,Headphones,177.85,2025-05-31
1058,371,Phone,349.62,2025-09-02
1059,307,Tablet,851.22,2025-10-01
1060,1286,Phone,809.75,2025-12-29
1061,1059,Tablet,142.92,2025-07-07
1062,1155,Headphones,910.83,2025-10-05
1063,899,Monitor,491.06,2025-02-02
1064,27,Tablet,662.58,2025-11-23
1065,108,Camera,1642.9,2025-02-02
1066,1084,Tablet,623.73,2025-10-09
1067,389,Tablet,1707.53,2025-11-15
1068,22,Tablet,1560.77,2025-05-20
1069,1035,Headphones,1937.25,2025-11-25
1070,279,Headphones,601.27,2025-04-02
1071,760,Camera,143.13,2025-02-21
1072,1316,Camera,1575.63,2025-11-30
1073,289,Monitor,1800.46,2025-06-24
1074,1006,Phone,1778.31,2025-09-24
1075,511,Headphones,1045.68,2025-06-11
1076,139,Camera,1685.57,2025-09-08
1077,1004,Headphones,1882.43,2025-04-12
1078,526,Headphones,147.71,2025-08-13
1079,1390,Phone,965.88,2025-12-29
1080,533,Monitor,306.92,2025-01-31
1081,902,Monitor,1625.58,2025-03-28
1082,1280,Phone,1776.36,2025-08-06
1083,1148,Tablet,1942.77,2025-10-18
1084,1220,Camera,1392.89,2025-05-21
1085,327,Monitor,512.28,2025-12-04
1086,139,Phone,1143.09,2025-04-12
1087,1074,Headphones,1543.51,2026-01-13
1088,228,Phone,896.66,2025-10-29
1089,1390,Laptop,1010.1,2025-11-06
1090,1012,Monitor,1859.26,2025-12-26
1091,455,Monitor,1396.29,2025-03-04
1092,749,Laptop,152.53,2025-02-12
1093,834,Camera,564.49,2025-02-06
1094,611,Tablet,665.19,2025-07-02
1095,345,Monitor,1691.07,2025-11-13
1096,419,Monitor,1701.45,2025-02-13
1097,1462,Laptop,1137.03,2025-06-04
1098,283,Tablet,1176.81,2025-01-23
1099,992,Camera,709.47,2025-02-20
1100,1448,Phone,36.42,2025-02-19
1101,537,Tablet,838.71,2025-04-12
1102,181,Tablet,1649.23,2025-04-04
1103,243,Laptop,1807.5,2025-04-20
1104,1475,Phone,442.06,2025-12-02
1105,810,Monitor,821.77,2025-11-24
1106,230,Headphones,1497.34,2025-02-05
1107,1303,Headphones,254.1,2025-07-24
1108,1026,Laptop,349.56,2025-03-03
1109,96,Tablet,1949.93,2025-06-08
1110,339,Laptop,1930.8,2025-12-09
1111,13,Phone,595.01,2025-02-19
1112,518,Tablet,1091.92,2025-01-31
1113,342,Monitor,1413.62,2025-10-28
1114,462,Tablet,1706.15,2025-03-07
1115,1452,Headphones,78.08,2025-09-25
1116,1176,Phone,762.42,2025-02-27
1117,638,Tablet,872.32,2025-08-04
1118,1238,Laptop,1543.14,2025-06-03
1119,589,Monitor,250.34,2025-06-18
1120,390,Monitor,1968.07,2025-02-14
1121,686,Headphones,249.99,2025-02-07
1122,679,Laptop,886.33,2025-08-12
1123,26,Camera,611.1,2025-11-07
1124,621,Headphones,1144.95,2025-08-11
1125,400,Laptop,617.4,2025-03-25
1126,488,Headphones,1020.41,2025-01-22
1127,403,Headphones,1527.77,2025-07-06
1128,682,Phone,389.31,2025-04-10
1129,474,Laptop,872.35,2025-05-23
1130,1083,Camera,1803.85,2025-09-04
1131,513,Tablet,287.82,2025-11-18
1132,452,Laptop,354.46,2025-02-07
1133,361,Camera,903.21,2025-06-05
1134,721,Monitor,212.97,2025-10-05
1135,585,Monitor,799.41,2025-04-24
1136,1214,Phone,1506.55,2026-01-13
1137,1473,Laptop,721.67,2025-07-29
1138,1328,Phone,616.3,2025-12-12
1139,1120,Headphones,44.56,2025-02-11
1140,1231,Camera,231.54,2025-10-22
1141,345,Tablet,1981.36,2025-06-27
1142,84,Monitor,369.22,2025-07-25
1143,432,Phone,20.53,2025-01-19
1144,1200,Tablet,1345.74,2025-02-26
1145,1027,Headphones,468.11,2025-06-19
1146,535,Tablet,1309.26,2025-08-26
1147,1189,Monitor,367.18,2025-11-24
1148,553,Tablet,1647.54,2026-01-04
1149,466,Laptop,1404.06,2025-11-28
1150,913,Phone,818.66,2026-01-08
1151,693,Phone,177.2,2025-11-07
1152,1118,Camera,1861.76,2025-04-05
1153,104,Headphones,1696.46,2025-04-10
1154,279,Monitor,1201.94,2025-11-23
1155,828,Laptop,445.71,2025-02-19
1156,1122,Tablet,1308.65,2025-12-10
1157,920,Headphones,194.05,2025-11-01
1158,947,Headphones,1155.03,2025-07-16
1159,70,Headphones,518.31,2025-02-25
1160,1237,Phone,160.3,2025-09-01
1161,234,Tablet,1185.64,2025-04-26
1162,1021,Camera,458.84,2025-11-10
1163,1418,Tablet,571.93,2025-05-05
1164,1407,Phone,352.03,2025-02-14
1165,1170,Headphones,1543.4,2025-08-12
1166,211,Monitor,71.39,2025-12-01
1167,527,Headphones,410.82,2026-01-12
1168,764,Camera,207.7,2025-09-24
1169,726,Camera,1712.9,2025-06-14
1170,263,Phone,1966.38,2025-06-17
1171,1107,Tablet,1754.37,2025-08-07
1172,656,Headphones,887.76,2025-02-17
1173,586,Headphones,1593.54,2025-07-13
1174,447,Laptop,1761.24,2025-09-22
1175,811,Tablet,639.63,2025-05-24
1176,210,Camera,245.06,2025-02-25
1177,311,Monitor,1439.53,2026-01-15
1178,220,Phone,769.68,2025-09-08
1179,791,Tablet,808.32,2025-01-26
1180,1176,Camera,294.47,2025-10-18
1181,641,Phone,631.1,2025-07-11
1182,1013,Headphones,1205.64,2025-03-29
1183,1116,Camera,1349.33,2025-07-29
1184,914,Camera,393.67,2025-01-29
1185,823,Monitor,1970.8,2025-03-14
1186,852,Phone,1442.27,2025-06-27
1187,417,Monitor,1358.96,2025-05-06
1188,1112,Monitor,1075.48,2025-03-17
1189,332,Monitor,1892.19,2025-12-06
1190,1166,Tablet,1653.71,2025-08-24
1191,1218,Headphones,1424.72,2025-09-14
1192,1223,Laptop,1560.7,2025-06-12
1193,1404,Tablet,1990.88,2025-01-21
1194,1273,Camera,583.58,2025-04-16
1195,258,Headphones,163.81,2025-10-25
1196,912,Phone,950.56,2026-01-17
1197,792,Camera,698.55,2025-06-12
1198,560,Laptop,358.02,2025-04-24
1199,994,Laptop,1914.2,2025-03-26
1200,877,Headphones,1716.95,2025-11-05
1201,1424,Tablet,573.75,2025-03-19
1202,693,Monitor,537.09,2025-04-26
1203,1483,Monitor,1029.3,2025-05-23
1204,673,Monitor,494.86,2025-03-19
1205,897,Camera,258.5,2025-06-08
1206,289,Monitor,659.12,2025-09-19
1207,665,Headphones,622.17,2025-04-06
1208,892,Headphones,1487.2,2025-06-22
1209,841,Headphones,1605.55,2025-05-04
1210,1485,Camera,1550.84,2026-01-17
1211,1222,Phone,520.61,2025-06-23
1212,272,Laptop,807.37,2025-10-31
1213,574,Monitor,491.82,2025-11-12
1214,492,Monitor,1603.57,2025-12-31
1215,1376,Camera,1228.45,2026-01-05
1216,793,Tablet,1936.05,2025-04-12
1217,219,Phone,205.8,2025-01-26
1218,1438,Laptop,283.35,2025-12-19
1219,660,Laptop,539.76,2025-11-05
1220,1383,Phone,1984.43,2025-01-26
1221,1165,Tablet,424.63,2025-12-08
1222,552,Camera,918.03,2025-05-20
1223,592,Headphones,1483.51,2025-10-28
1224,1039,Camera,1906.83,2025-09-30
1225,1248,Laptop,517.17,2025-09-05
1226,632,Camera,426.73,2025-05-30
1227,55,Monitor,838.38,2025-02-27
1228,947,Tablet,451.66,2025-12-30
1229,299,Headphones,31.28,2025-07-06
1230,751,Tablet,910.72,2025-07-16
1231,1274,Monitor,1077.18,2025-07-20
1232,1228,Camera,827.01,2025-03-09
1233,884,Monitor,1497.95,2025-10-24
1234,103,Phone,477.59,2026-01-01
1235,1306,Laptop,224.07,2025-12-13
1236,958,Camera,1680.45,2025-04-29
1237,1166,Monitor,1422.52,2025-07-15
1238,641,Headphones,712.08,2025-03-27
1239,1023,Tablet,800.88,2025-02-25
1240,531,Laptop,1284.09,2025-02-06
1241,361,Camera,1995.48,2025-03-15
1242,47,Laptop,615.98,2025-02-23
1243,146,Monitor,1042.18,2025-01-25
1244,1396,Phone,34.24,2025-09-06
1245,1447,Headphones,555.21,2025-08-21
1246,1292,Headphones,822.96,2025-01-25
1247,309,Camera,1499.01,2025-07-04
1248,46,Laptop,677.48,2025-11-25
1249,1446,Headphones,1629.84,2025-02-08
1250,1314,Camera,1426.13,2025-12-07
1251,253,Monitor,1997.49,2025-09-19
1252,630,Phone,1149.67,2025-08-21
1253,901,Headphones,136.27,2025-05-11
1254,578,Monitor,326.87,2025-08-17
1255,899,Headphones,1336.99,2025-08-25
1256,1361,Laptop,1018.53,2025-02-17
1257,1408,Monitor,1733.14,2025-03-03
1258,429,Camera,368.64,2025-10-29
1259,206,Tablet,726.28,2025-03-31
1260,517,Headphones,1552.2,2025-07-19
1261,202,Laptop,238.54,2025-04-18
1262,1417,Monitor,1760.66,2025-01-19
1263,37,Phone,787.04,2025-06-14
1264,1377,Tablet,1942.98,2025-03-27
1265,525,Tablet,623.76,2025-05-20
1266,1193,Camera,1203.0,2025-09-19
1267,135,Monitor,1755.84,2025-04-22
1268,1318,Headphones,365.62,2026-01-05
1269,1186,Headphones,1912.21,2025-09-03
1270,1164,Headphones,688.7,2025-10-17
1271,27,Monitor,1794.66,2025-10-01
1272,1471,Headphones,503.43,2025-04-14
1273,225,Monitor,701.77,2025-10-30
1274,942,Camera,1762.07,2025-09-04
1275,915,Laptop,437.8,2025-04-05
1276,1231,Laptop,1851.77,2025-03-10
1277,20,Tablet,1617.39,2025-02-10
1278,1263,Laptop,376.81,2025-04-09
1279,849,Laptop,277.5,2025-09-10
1280,1166,Tablet,758.44,2025-04-22
1281,1246,Phone,898.79,2025-08-24
1282,644,Camera,653.98,2025-09-12
1283,199,Camera,77.94,2025-09-09
1284,553,Headphones,1116.15,2026-01-04
1285,999,Laptop,1512.44,2025-02-21
1286,1122,Phone,1123.75,2025-01-24
1287,405,Laptop,250.09,2025-02-01
1288,442,Camera,660.08,2025-06-22
1289,1222,Camera,514.4,2025-12-17
1290,1485,Phone,1939.0,2025-08-14
1291,1453,Headphones,227.63,2025-09-02
1292,1032,Laptop,235.24,2025-03-15
1293,1343,Laptop,1241.58,2025-08-17
1294,420,Camera,1345.45,2026-01-18
1295,504,Phone,1066.93,2025-07-30
1296,1390,Monitor,1431.94,2025-12-18
1297,1036,Phone,561.75,2025-12-06
1298,181,Monitor,232.42,2025-10-02
1299,309,Tablet,671.96,2026-01-01
1300,1284,Monitor,53.8,2025-04-05
1301,740,Camera,290.97,2025-10-12
1302,295,Laptop,1174.85,2025-06-28
1303,431,Headphones,1424.85,2025-04-05
1304,242,Phone,1023.82,2025-12-29
1305,739,Camera,1295.88,2025-09-17
1306,122,Tablet,1936.24,2025-10-12
1307,334,Tablet,1891.99,2025-02-08
1308,720,Monitor,840.77,2025-05-25
1309,386,Phone,1823.19,2025-08-24
1310,1007,Monitor,1049.56,2025-04-02
1311,441,Tablet,1060.07,2026-01-06
1312,1242,Tablet,970.19,2025-12-28
1313,65,Monitor,884.69,2025-06-13
1314,756,Monitor,909.51,2025-02-03
1315,1290,Camera,1391.68,2025-11-20
1316,321,Tablet,559.93,2025-11-01
1317,476,Headphones,1070.33,2025-05-26
1318,134,Laptop,1919.01,2025-08-12
1319,502,Laptop,1553.21,2025-10-10
1320,956,Monitor,1374.54,2025-07-25
1321,1029,Camera,1096.2,2025-10-17
1322,1378,Laptop,693.85,2025-09-20
1323,1387,Headphones,524.45,2026-01-05
1324,707,Monitor,1379.95,2025-12-08
1325,626,Tablet,1474.7,2025-04-10
1326,1233,Monitor,564.6,2025-09-08
1327,1194,Laptop,1959.65,2025-10-24
1328,824,Monitor,1695.9,2025-05-25
1329,1127,Phone,1294.55,2025-02-27
1330,363,Laptop,272.99,2025-03-20
1331,122,Tablet,1308.93,2025-03-14
1332,1056,Camera,648.12,2025-09-18
1333,670,Phone,1599.09,2025-03-07
1334,28,Headphones,823.46,2025-05-13
1335,204,Camera,693.55,2026-01-12
1336,55,Monitor,1886.54,2025-02-03
1337,1306,Phone,381.03,2025-05-29
1338,183,Laptop,1412.27,2025-12-13
1339,196,Laptop,605.75,2025-08-06
1340,30,Headphones,307.38,2025-02-05
1341,780,Monitor,735.5,2025-12-27
1342,1402,Laptop,1003.98,2025-05-07
1343,1429,Headphones,1749.68,2025-07-30
1344,1012,Camera,536.04,2025-06-14
